id, label, timepoint, x, y, z, radius, parent_id,cell fate
111726,111727,1, 350.0, 491.0, 125.0, 10.0,111743,
112229,112230,1, 489.0, 492.0, 130.0, 10.0,111868,
112466,112467,1, 409.0, 495.0, 125.0, 10.0,112805,
113082,113083,1, 536.0, 199.0, 135.0, 10.0,113385,
113695,113696,1, 421.0, 200.0, 130.0, 10.0,113708,
113894,113895,1, 495.0, 201.0, 130.0, 10.0,114038,
114220,114221,1, 389.0, 202.0, 130.0, 10.0,114226,
114335,114336,1, 405.0, 202.0, 130.0, 10.0,114275,
114635,114636,1, 575.0, 203.0, 130.0, 10.0,114700,
114905,114906,1, 372.0, 206.0, 130.0, 10.0,114895,
115082,115083,1, 560.0, 206.0, 130.0, 10.0,114991,
115195,115196,1, 520.0, 206.0, 125.0, 10.0,115297,
115924,115925,1, 590.0, 208.0, 130.0, 10.0,115796,
115948,115949,1, 315.0, 218.0, 130.0, 10.0,116061,
116176,116177,1, 645.0, 219.0, 130.0, 10.0,116099,
116346,116347,1, 675.0, 220.0, 130.0, 10.0,116307,
116457,116458,1, 687.0, 231.0, 130.0, 10.0,116474,
116500,116501,1, 714.0, 242.0, 130.0, 10.0,116491,
116960,116961,1, 230.0, 250.0, 130.0, 10.0,116844,
117208,117209,1, 749.0, 251.0, 135.0, 10.0,117363,
117528,117529,1, 727.0, 252.0, 130.0, 10.0,117476,
117588,117589,1, 762.0, 263.0, 135.0, 10.0,117564,
117952,117953,1, 182.0, 266.0, 135.0, 10.0,117605,
117988,117989,1, 503.0, 269.0, 130.0, 10.0,118013,
118022,118023,1, 167.0, 274.0, 130.0, 10.0,118025,
118068,118069,1, 382.0, 276.0, 135.0, 10.0,118064,
118104,118105,1, 477.0, 284.0, 130.0, 10.0,118123,
118144,118145,1, 528.0, 279.0, 145.0, 10.0,118148,
118215,118216,1, 413.0, 280.0, 135.0, 10.0,118198,
118223,118224,1, 320.0, 276.0, 130.0, 10.0,118226,
118315,118316,1, 143.0, 284.0, 135.0, 10.0,118475,
118501,118502,1, 286.0, 284.0, 135.0, 10.0,118480,
118625,118626,1, 768.0, 285.0, 135.0, 10.0,118659,
118735,118736,1, 599.0, 298.0, 145.0, 10.0,118732,
118755,118756,1, 422.0, 293.0, 140.0, 10.0,118742,
118784,118785,1, 269.0, 300.0, 140.0, 10.0,118793,
118831,118832,1, 235.0, 301.0, 125.0, 10.0,118841,
118904,118905,1, 773.0, 302.0, 135.0, 10.0,118894,
118905,118906,1, 219.0, 306.0, 130.0, 10.0,118906,
118912,118913,1, 383.0, 299.0, 130.0, 10.0,118914,
118978,118979,1, 476.0, 308.0, 130.0, 10.0,118967,
119236,119237,1, 124.0, 311.0, 130.0, 10.0,119162,
119342,119343,1, 397.0, 309.0, 125.0, 10.0,119367,
119407,119408,1, 491.0, 316.0, 130.0, 10.0,119397,
119437,119438,1, 309.0, 322.0, 130.0, 10.0,119440,
119449,119450,1, 193.0, 327.0, 135.0, 10.0,119448,
119465,119466,1, 369.0, 325.0, 135.0, 10.0,119454,
119482,119483,1, 477.0, 327.0, 135.0, 10.0,119486,
119491,119492,1, 352.0, 329.0, 130.0, 10.0,119494,
119558,119559,1, 170.0, 333.0, 130.0, 10.0,119511,
119587,119588,1, 507.0, 332.0, 120.0, 10.0,119565,
119607,119608,1, 256.0, 332.0, 130.0, 10.0,119600,
119643,119644,1, 407.0, 333.0, 130.0, 10.0,119638,
119714,119715,1, 321.0, 328.0, 125.0, 10.0,119689,
119787,119788,1, 777.0, 335.0, 135.0, 10.0,119751,
119802,119803,1, 428.0, 340.0, 130.0, 10.0,119807,
119822,119823,1, 531.0, 341.0, 130.0, 10.0,119823,
119834,119835,1, 642.0, 342.0, 140.0, 10.0,119832,
119854,119855,1, 239.0, 342.0, 130.0, 10.0,119875,
119906,119907,1, 108.0, 345.0, 130.0, 10.0,120202,
120297,120298,1, 206.0, 333.0, 135.0, 10.0,120298,
120311,120312,1, 164.0, 349.0, 135.0, 10.0,120308,
120335,120336,1, 343.0, 357.0, 130.0, 10.0,120339,
120388,120389,1, 237.0, 341.0, 120.0, 10.0,120414,
120437,120438,1, 592.0, 352.0, 135.0, 10.0,120440,
120465,120466,1, 145.0, 357.0, 135.0, 10.0,120498,
120509,120510,1, 274.0, 354.0, 125.0, 10.0,120507,
120550,120551,1, 444.0, 354.0, 125.0, 10.0,120548,
120559,120560,1, 196.0, 358.0, 130.0, 10.0,120556,
120673,120674,1, 754.0, 359.0, 130.0, 10.0,120631,
120694,120695,1, 257.0, 355.0, 130.0, 10.0,120701,
120750,120751,1, 734.0, 361.0, 130.0, 10.0,120741,
120765,120766,1, 498.0, 367.0, 130.0, 10.0,120766,
120773,120774,1, 155.0, 367.0, 125.0, 10.0,120785,
120863,120864,1, 329.0, 372.0, 130.0, 10.0,120826,
120894,120895,1, 592.0, 371.0, 135.0, 10.0,120900,
120906,120907,1, 239.0, 371.0, 130.0, 10.0,120907,
120912,120913,1, 422.0, 363.0, 130.0, 10.0,120915,
121178,121179,1, 103.0, 376.0, 130.0, 10.0,121069,
121212,121213,1, 254.0, 381.0, 135.0, 10.0,121215,
121241,121242,1, 485.0, 377.0, 130.0, 10.0,121237,
121264,121265,1, 475.0, 371.0, 125.0, 10.0,121258,
121288,121289,1, 211.0, 382.0, 130.0, 10.0,121278,
121323,121324,1, 563.0, 382.0, 135.0, 10.0,121320,
121349,121350,1, 163.0, 386.0, 135.0, 10.0,121337,
121397,121398,1, 342.0, 393.0, 140.0, 10.0,121396,
121435,121436,1, 196.0, 390.0, 130.0, 10.0,121421,
121612,121613,1, 542.0, 393.0, 130.0, 10.0,121569,
121735,121736,1, 358.0, 388.0, 125.0, 10.0,121736,
122048,122049,1, 100.0, 396.0, 130.0, 10.0,121862,
122081,122082,1, 457.0, 390.0, 140.0, 10.0,122076,
122094,122095,1, 297.0, 398.0, 130.0, 10.0,122097,
122107,122108,1, 369.0, 405.0, 135.0, 10.0,122109,
122135,122136,1, 164.0, 401.0, 135.0, 10.0,122219,
122315,122316,1, 540.0, 405.0, 135.0, 10.0,122311,
122335,122336,1, 342.0, 410.0, 130.0, 10.0,122327,
122351,122352,1, 432.0, 413.0, 135.0, 10.0,122372,
122401,122402,1, 417.0, 414.0, 130.0, 10.0,122403,
122440,122441,1, 701.0, 415.0, 135.0, 10.0,122453,
122464,122465,1, 216.0, 421.0, 135.0, 10.0,122466,
122509,122510,1, 392.0, 432.0, 150.0, 10.0,122500,
122540,122541,1, 195.0, 418.0, 135.0, 10.0,122566,
122651,122652,1, 687.0, 422.0, 130.0, 10.0,122673,
122921,122922,1, 612.0, 431.0, 130.0, 10.0,122741,
123053,123054,1, 673.0, 429.0, 135.0, 10.0,123049,
123129,123130,1, 414.0, 433.0, 130.0, 10.0,123107,
123149,123150,1, 263.0, 436.0, 135.0, 10.0,123137,
123150,123151,1, 405.0, 433.0, 130.0, 10.0,123151,
123162,123163,1, 358.0, 432.0, 135.0, 10.0,123153,
123197,123198,1, 308.0, 436.0, 130.0, 10.0,123171,
123221,123222,1, 495.0, 421.0, 135.0, 10.0,123224,
123324,123325,1, 658.0, 437.0, 130.0, 10.0,123275,
123338,123339,1, 130.0, 441.0, 135.0, 10.0,123397,
123438,123439,1, 630.0, 449.0, 135.0, 10.0,123435,
123571,123572,1, 613.0, 453.0, 130.0, 10.0,123552,
123583,123584,1, 115.0, 454.0, 130.0, 10.0,123584,
123586,123587,1, 285.0, 471.0, 130.0, 10.0,123587,
123683,123684,1, 202.0, 471.0, 135.0, 10.0,123782,
123910,123911,1, 465.0, 487.0, 130.0, 10.0,124051,
124132,124133,1, 297.0, 488.0, 130.0, 10.0,124141,
124344,124345,1, 516.0, 488.0, 135.0, 10.0,124225,
125027,125028,1, 276.0, 489.0, 135.0, 10.0,125339,
125442,125443,1, 315.0, 495.0, 130.0, 10.0,125622,
126037,126038,1, 381.0, 498.0, 130.0, 10.0,125921,
126404,126405,1, 438.0, 498.0, 135.0, 10.0,126410,
126624,126625,1, 465.0, 188.0, 140.0, 10.0,126893,
127086,127087,1, 412.0, 189.0, 140.0, 10.0,127112,
127515,127516,1, 449.0, 192.0, 140.0, 10.0,127495,
128056,128057,1, 510.0, 196.0, 135.0, 10.0,128048,
128173,128174,1, 436.0, 199.0, 135.0, 10.0,128179,
128577,128578,1, 344.0, 204.0, 135.0, 10.0,128564,
128990,128991,1, 605.0, 206.0, 135.0, 10.0,128983,
129178,129179,1, 626.0, 211.0, 135.0, 10.0,129139,
129315,129316,1, 329.0, 213.0, 135.0, 10.0,129327,
129460,129461,1, 660.0, 214.0, 140.0, 10.0,129519,
129813,129814,1, 278.0, 230.0, 135.0, 10.0,129772,
129964,129965,1, 702.0, 231.0, 135.0, 10.0,129933,
130102,130103,1, 242.0, 235.0, 135.0, 10.0,130066,
130554,130555,1, 736.0, 242.0, 135.0, 10.0,130505,
130766,130767,1, 209.0, 247.0, 135.0, 10.0,130912,
130960,130961,1, 191.0, 253.0, 140.0, 10.0,131032,
131089,131090,1, 383.0, 265.0, 150.0, 10.0,131096,
131103,131104,1, 369.0, 269.0, 140.0, 10.0,131105,
131121,131122,1, 433.0, 268.0, 140.0, 10.0,131172,
131212,131213,1, 740.0, 268.0, 135.0, 10.0,131192,
131258,131259,1, 778.0, 267.0, 135.0, 10.0,131245,
131306,131307,1, 403.0, 271.0, 140.0, 10.0,131283,
131342,131343,1, 543.0, 270.0, 135.0, 10.0,131337,
131385,131386,1, 351.0, 272.0, 140.0, 10.0,131395,
131430,131431,1, 337.0, 276.0, 135.0, 10.0,131438,
131533,131534,1, 303.0, 282.0, 135.0, 10.0,131540,
131562,131563,1, 229.0, 290.0, 140.0, 10.0,131567,
131754,131755,1, 373.0, 295.0, 150.0, 10.0,131687,
131815,131816,1, 542.0, 307.0, 145.0, 10.0,131811,
131834,131835,1, 169.0, 311.0, 145.0, 10.0,131835,
131868,131869,1, 502.0, 315.0, 140.0, 10.0,131872,
131953,131954,1, 272.0, 319.0, 135.0, 10.0,131918,
131956,131957,1, 287.0, 306.0, 135.0, 10.0,131955,
131983,131984,1, 514.0, 318.0, 145.0, 10.0,131982,
132022,132023,1, 529.0, 317.0, 135.0, 10.0,132018,
132029,132030,1, 527.0, 323.0, 145.0, 10.0,132018,
132051,132052,1, 579.0, 320.0, 140.0, 10.0,132054,
132096,132097,1, 773.0, 319.0, 135.0, 10.0,132129,
132215,132216,1, 791.0, 319.0, 140.0, 10.0,132242,
132273,132274,1, 663.0, 323.0, 140.0, 10.0,132262,
132365,132366,1, 100.0, 333.0, 135.0, 10.0,132349,
132444,132445,1, 575.0, 335.0, 140.0, 10.0,132439,
132475,132476,1, 523.0, 351.0, 135.0, 10.0,132469,
132516,132517,1, 770.0, 355.0, 135.0, 10.0,132537,
132709,132710,1, 94.0, 358.0, 135.0, 10.0,132659,
132841,132842,1, 380.0, 362.0, 135.0, 10.0,132832,
132850,132851,1, 132.0, 369.0, 135.0, 10.0,132858,
132947,132948,1, 512.0, 376.0, 135.0, 10.0,132962,
133048,133049,1, 748.0, 372.0, 135.0, 10.0,133031,
133082,133083,1, 763.0, 375.0, 135.0, 10.0,133060,
133110,133111,1, 604.0, 377.0, 140.0, 10.0,133135,
133161,133162,1, 499.0, 370.0, 150.0, 10.0,133148,
133210,133211,1, 740.0, 386.0, 135.0, 10.0,133166,
133235,133236,1, 266.0, 393.0, 135.0, 10.0,133241,
133267,133268,1, 513.0, 402.0, 130.0, 10.0,133264,
133301,133302,1, 730.0, 400.0, 135.0, 10.0,133306,
133344,133345,1, 145.0, 383.0, 140.0, 10.0,133359,
133415,133416,1, 714.0, 405.0, 135.0, 10.0,133375,
133455,133456,1, 556.0, 413.0, 140.0, 10.0,133441,
133482,133483,1, 286.0, 416.0, 135.0, 10.0,133475,
133535,133536,1, 262.0, 418.0, 135.0, 10.0,133541,
133576,133577,1, 523.0, 422.0, 140.0, 10.0,133599,
133634,133635,1, 202.0, 430.0, 135.0, 10.0,133632,
133807,133808,1, 120.0, 430.0, 140.0, 10.0,133689,
133926,133927,1, 315.0, 443.0, 145.0, 10.0,133929,
133948,133949,1, 379.0, 430.0, 150.0, 10.0,133933,
133992,133993,1, 452.0, 432.0, 140.0, 10.0,133990,
134029,134030,1, 241.0, 430.0, 145.0, 10.0,134037,
134060,134061,1, 285.0, 431.0, 140.0, 10.0,134061,
134125,134126,1, 434.0, 436.0, 135.0, 10.0,134158,
134195,134196,1, 221.0, 434.0, 145.0, 10.0,134180,
134228,134229,1, 251.0, 430.0, 125.0, 10.0,134288,
134406,134407,1, 150.0, 450.0, 135.0, 10.0,134398,
134495,134496,1, 165.0, 460.0, 135.0, 10.0,134658,
134794,134795,1, 628.0, 460.0, 140.0, 10.0,134785,
134908,134909,1, 596.0, 472.0, 135.0, 10.0,134910,
135160,135161,1, 235.0, 484.0, 140.0, 10.0,135332,
135562,135563,1, 545.0, 484.0, 135.0, 10.0,135565,
135705,135706,1, 255.0, 487.0, 135.0, 10.0,135699,
136126,136127,1, 502.0, 496.0, 135.0, 10.0,136430,
136518,136519,1, 455.0, 499.0, 135.0, 10.0,136539,
137040,137041,1, 473.0, 499.0, 135.0, 10.0,137182,
137254,137255,1, 338.0, 499.0, 135.0, 10.0,137279,
137317,137318,1, 424.0, 502.0, 135.0, 10.0,137425,
137832,137833,1, 367.0, 504.0, 135.0, 10.0,137765,
137973,137974,1, 395.0, 505.0, 135.0, 10.0,137983,
138316,138317,1, 352.0, 507.0, 140.0, 10.0,138567,
138735,138736,1, 483.0, 188.0, 140.0, 10.0,139018,
139238,139239,1, 428.0, 189.0, 145.0, 10.0,139241,
139262,139263,1, 525.0, 190.0, 140.0, 10.0,139291,
139691,139692,1, 583.0, 190.0, 140.0, 10.0,139636,
140055,140056,1, 568.0, 194.0, 145.0, 10.0,140132,
140226,140227,1, 397.0, 194.0, 140.0, 10.0,140227,
140751,140752,1, 551.0, 196.0, 140.0, 10.0,140854,
141197,141198,1, 379.0, 196.0, 140.0, 10.0,141292,
141301,141302,1, 614.0, 198.0, 140.0, 10.0,141303,
141486,141487,1, 680.0, 209.0, 145.0, 10.0,141325,
141617,141618,1, 640.0, 208.0, 140.0, 10.0,141604,
142006,142007,1, 300.0, 213.0, 140.0, 10.0,142061,
142179,142180,1, 691.0, 218.0, 140.0, 10.0,142207,
142479,142480,1, 256.0, 222.0, 140.0, 10.0,142560,
142723,142724,1, 737.0, 230.0, 145.0, 10.0,142692,
142760,142761,1, 721.0, 231.0, 140.0, 10.0,142746,
142852,142853,1, 224.0, 234.0, 140.0, 10.0,142848,
142987,142988,1, 770.0, 251.0, 145.0, 10.0,142979,
143058,143059,1, 487.0, 257.0, 145.0, 10.0,143013,
143078,143079,1, 340.0, 266.0, 150.0, 10.0,143077,
143111,143112,1, 462.0, 261.0, 140.0, 10.0,143106,
143175,143176,1, 312.0, 271.0, 140.0, 10.0,143174,
143259,143260,1, 257.0, 275.0, 145.0, 10.0,143271,
143316,143317,1, 266.0, 289.0, 140.0, 10.0,143321,
143327,143328,1, 620.0, 282.0, 140.0, 10.0,143326,
143396,143397,1, 780.0, 283.0, 140.0, 10.0,143341,
143411,143412,1, 634.0, 289.0, 140.0, 10.0,143414,
143451,143452,1, 437.0, 295.0, 140.0, 10.0,143432,
143462,143463,1, 122.0, 297.0, 140.0, 10.0,143469,
143631,143632,1, 514.0, 297.0, 145.0, 10.0,143666,
143698,143699,1, 789.0, 301.0, 140.0, 10.0,143695,
143732,143733,1, 475.0, 301.0, 145.0, 10.0,143724,
143735,143736,1, 486.0, 299.0, 145.0, 10.0,143724,
143758,143759,1, 636.0, 303.0, 145.0, 10.0,143743,
143765,143766,1, 565.0, 310.0, 140.0, 10.0,143762,
143806,143807,1, 109.0, 309.0, 145.0, 10.0,143863,
143893,143894,1, 665.0, 309.0, 145.0, 10.0,143897,
143904,143905,1, 253.0, 318.0, 140.0, 10.0,143901,
143963,143964,1, 565.0, 322.0, 140.0, 10.0,143925,
144020,144021,1, 798.0, 336.0, 140.0, 10.0,144025,
144043,144044,1, 861.0, 333.0, 145.0, 10.0,144039,
144049,144050,1, 788.0, 346.0, 140.0, 10.0,144088,
144148,144149,1, 581.0, 350.0, 140.0, 10.0,144154,
144157,144158,1, 659.0, 354.0, 145.0, 10.0,144160,
144165,144166,1, 548.0, 356.0, 155.0, 10.0,144172,
144190,144191,1, 567.0, 358.0, 135.0, 10.0,144219,
144246,144247,1, 838.0, 360.0, 140.0, 10.0,144252,
144274,144275,1, 393.0, 364.0, 140.0, 10.0,144275,
144322,144323,1, 581.0, 363.0, 140.0, 10.0,144313,
144341,144342,1, 540.0, 366.0, 140.0, 10.0,144345,
144362,144363,1, 556.0, 366.0, 140.0, 10.0,144356,
144437,144438,1, 623.0, 374.0, 145.0, 10.0,144394,
144559,144560,1, 88.0, 384.0, 140.0, 10.0,144637,
144786,144787,1, 510.0, 387.0, 140.0, 10.0,144821,
144842,144843,1, 309.0, 388.0, 140.0, 10.0,144836,
144849,144850,1, 523.0, 391.0, 135.0, 10.0,144850,
144951,144952,1, 756.0, 392.0, 145.0, 10.0,144956,
144977,144978,1, 186.0, 394.0, 140.0, 10.0,144976,
144986,144987,1, 381.0, 390.0, 135.0, 10.0,144987,
145005,145006,1, 403.0, 400.0, 135.0, 10.0,145004,
145012,145013,1, 222.0, 395.0, 135.0, 10.0,145020,
145037,145038,1, 483.0, 395.0, 140.0, 10.0,145024,
145064,145065,1, 496.0, 397.0, 140.0, 10.0,145063,
145090,145091,1, 329.0, 408.0, 135.0, 10.0,145078,
145098,145099,1, 315.0, 409.0, 135.0, 10.0,145100,
145118,145119,1, 266.0, 405.0, 135.0, 10.0,145115,
145124,145125,1, 469.0, 405.0, 140.0, 10.0,145125,
145128,145129,1, 237.0, 404.0, 140.0, 10.0,145176,
145190,145191,1, 801.0, 400.0, 140.0, 10.0,145198,
145239,145240,1, 224.0, 407.0, 140.0, 10.0,145217,
145303,145304,1, 601.0, 406.0, 140.0, 10.0,145308,
145377,145378,1, 161.0, 414.0, 145.0, 10.0,145331,
145382,145383,1, 537.0, 417.0, 140.0, 10.0,145409,
145587,145588,1, 102.0, 416.0, 140.0, 10.0,145583,
145770,145771,1, 247.0, 415.0, 140.0, 10.0,145771,
145798,145799,1, 719.0, 419.0, 145.0, 10.0,145786,
145843,145844,1, 274.0, 419.0, 140.0, 10.0,145857,
145866,145867,1, 393.0, 420.0, 145.0, 10.0,145868,
145880,145881,1, 570.0, 420.0, 145.0, 10.0,145882,
145894,145895,1, 313.0, 423.0, 145.0, 10.0,145887,
145901,145902,1, 783.0, 420.0, 140.0, 10.0,145902,
145914,145915,1, 482.0, 425.0, 140.0, 10.0,145913,
145944,145945,1, 469.0, 428.0, 145.0, 10.0,145917,
146097,146098,1, 554.0, 427.0, 150.0, 10.0,145983,
146127,146128,1, 700.0, 430.0, 140.0, 10.0,146121,
146241,146242,1, 537.0, 433.0, 140.0, 10.0,146227,
146314,146315,1, 686.0, 439.0, 145.0, 10.0,146298,
146405,146406,1, 753.0, 442.0, 145.0, 10.0,146417,
146426,146427,1, 294.0, 442.0, 140.0, 10.0,146436,
146508,146509,1, 669.0, 444.0, 140.0, 10.0,146445,
146564,146565,1, 254.0, 438.0, 150.0, 10.0,146546,
146616,146617,1, 332.0, 447.0, 140.0, 10.0,146608,
146729,146730,1, 650.0, 449.0, 140.0, 10.0,146674,
146742,146743,1, 610.0, 466.0, 140.0, 10.0,146734,
147139,147140,1, 574.0, 474.0, 135.0, 10.0,147342,
147584,147585,1, 180.0, 472.0, 140.0, 10.0,147604,
147946,147947,1, 586.0, 480.0, 145.0, 10.0,148017,
148187,148188,1, 213.0, 484.0, 140.0, 10.0,148407,
148762,148763,1, 563.0, 484.0, 140.0, 10.0,148598,
149224,149225,1, 530.0, 491.0, 140.0, 10.0,149085,
149557,149558,1, 286.0, 500.0, 145.0, 10.0,149538,
150025,150026,1, 304.0, 502.0, 145.0, 10.0,150017,
150536,150537,1, 323.0, 503.0, 140.0, 10.0,150521,
150790,150791,1, 488.0, 504.0, 140.0, 10.0,151157,
151328,151329,1, 409.0, 506.0, 140.0, 10.0,151408,
151497,151498,1, 384.0, 510.0, 140.0, 10.0,151487,
151630,151631,1, 453.0, 178.0, 150.0, 10.0,151791,
151919,151920,1, 512.0, 183.0, 145.0, 10.0,151887,
151955,151956,1, 556.0, 185.0, 150.0, 10.0,151953,
152188,152189,1, 611.0, 186.0, 150.0, 10.0,152170,
152924,152925,1, 541.0, 187.0, 145.0, 10.0,152558,
153208,153209,1, 497.0, 189.0, 145.0, 10.0,153118,
153299,153300,1, 629.0, 195.0, 145.0, 10.0,153291,
153529,153530,1, 597.0, 196.0, 145.0, 10.0,153648,
154119,154120,1, 362.0, 201.0, 145.0, 10.0,154075,
154303,154304,1, 666.0, 202.0, 150.0, 10.0,154632,
154825,154826,1, 651.0, 202.0, 145.0, 10.0,154788,
155002,155003,1, 319.0, 206.0, 145.0, 10.0,154886,
155563,155564,1, 284.0, 216.0, 145.0, 10.0,155556,
155706,155707,1, 709.0, 220.0, 145.0, 10.0,155696,
155779,155780,1, 754.0, 238.0, 145.0, 10.0,155727,
155828,155829,1, 387.0, 250.0, 145.0, 10.0,155829,
155842,155843,1, 371.0, 257.0, 150.0, 10.0,155859,
155903,155904,1, 291.0, 265.0, 150.0, 10.0,155884,
155944,155945,1, 794.0, 266.0, 145.0, 10.0,155957,
156045,156046,1, 594.0, 270.0, 155.0, 10.0,155984,
156245,156246,1, 152.0, 270.0, 145.0, 10.0,156139,
156305,156306,1, 240.0, 281.0, 150.0, 10.0,156323,
156352,156353,1, 474.0, 284.0, 155.0, 10.0,156347,
156375,156376,1, 795.0, 283.0, 145.0, 10.0,156387,
156398,156399,1, 501.0, 279.0, 145.0, 10.0,156411,
156441,156442,1, 342.0, 290.0, 150.0, 10.0,156434,
156504,156505,1, 397.0, 297.0, 145.0, 10.0,156486,
156525,156526,1, 487.0, 289.0, 155.0, 10.0,156558,
156597,156598,1, 207.0, 293.0, 145.0, 10.0,156602,
156756,156757,1, 807.0, 293.0, 145.0, 10.0,156797,
156836,156837,1, 545.0, 280.0, 150.0, 10.0,156844,
156896,156897,1, 193.0, 302.0, 150.0, 10.0,156912,
156928,156929,1, 752.0, 298.0, 145.0, 10.0,156929,
156934,156935,1, 265.0, 295.0, 160.0, 10.0,156946,
156986,156987,1, 806.0, 310.0, 145.0, 10.0,157026,
157040,157041,1, 730.0, 358.0, 145.0, 10.0,157041,
157051,157052,1, 784.0, 359.0, 145.0, 10.0,157090,
157109,157110,1, 658.0, 366.0, 155.0, 10.0,157103,
157154,157155,1, 778.0, 375.0, 145.0, 10.0,157124,
157200,157201,1, 367.0, 377.0, 145.0, 10.0,157206,
157236,157237,1, 156.0, 385.0, 150.0, 10.0,157248,
157472,157473,1, 377.0, 379.0, 130.0, 10.0,157414,
157526,157527,1, 542.0, 398.0, 165.0, 10.0,157540,
157628,157629,1, 772.0, 390.0, 145.0, 10.0,157543,
157667,157668,1, 616.0, 398.0, 150.0, 10.0,157672,
157717,157718,1, 742.0, 405.0, 145.0, 10.0,157690,
157833,157834,1, 90.0, 407.0, 145.0, 10.0,157859,
157875,157876,1, 472.0, 416.0, 145.0, 10.0,157903,
157915,157916,1, 380.0, 417.0, 145.0, 10.0,157913,
158034,158035,1, 733.0, 421.0, 150.0, 10.0,158027,
158047,158048,1, 415.0, 424.0, 145.0, 10.0,158050,
158111,158112,1, 497.0, 432.0, 145.0, 10.0,158108,
158123,158124,1, 203.0, 444.0, 145.0, 10.0,158124,
158130,158131,1, 379.0, 445.0, 145.0, 10.0,158126,
158144,158145,1, 455.0, 439.0, 160.0, 10.0,158167,
158203,158204,1, 402.0, 448.0, 145.0, 10.0,158206,
158219,158220,1, 415.0, 451.0, 145.0, 10.0,158244,
158260,158261,1, 345.0, 449.0, 145.0, 10.0,158261,
158454,158455,1, 134.0, 454.0, 145.0, 10.0,158444,
158455,158456,1, 312.0, 453.0, 145.0, 10.0,158456,
158630,158631,1, 649.0, 460.0, 150.0, 10.0,158589,
158720,158721,1, 213.0, 466.0, 145.0, 10.0,158721,
158843,158844,1, 155.0, 468.0, 145.0, 10.0,158962,
159105,159106,1, 191.0, 483.0, 145.0, 10.0,159082,
159371,159372,1, 263.0, 500.0, 145.0, 10.0,159365,
159821,159822,1, 517.0, 502.0, 150.0, 10.0,159587,
159966,159967,1, 440.0, 510.0, 145.0, 10.0,159960,
160078,160079,1, 458.0, 511.0, 145.0, 10.0,160070,
160387,160388,1, 370.0, 514.0, 145.0, 10.0,160345,
160772,160773,1, 420.0, 514.0, 145.0, 10.0,160776,
161000,161001,1, 487.0, 178.0, 150.0, 10.0,161008,
161161,161162,1, 471.0, 179.0, 150.0, 10.0,161104,
161305,161306,1, 438.0, 183.0, 155.0, 10.0,161293,
161424,161425,1, 403.0, 182.0, 155.0, 10.0,161420,
161442,161443,1, 392.0, 189.0, 150.0, 10.0,161445,
161770,161771,1, 371.0, 190.0, 150.0, 10.0,161683,
161944,161945,1, 655.0, 191.0, 155.0, 10.0,162071,
162267,162268,1, 348.0, 194.0, 150.0, 10.0,162305,
162448,162449,1, 331.0, 200.0, 150.0, 10.0,162407,
162482,162483,1, 294.0, 205.0, 150.0, 10.0,162475,
162516,162517,1, 715.0, 208.0, 150.0, 10.0,162504,
162981,162982,1, 697.0, 208.0, 150.0, 10.0,162974,
163182,163183,1, 237.0, 223.0, 150.0, 10.0,163252,
163603,163604,1, 195.0, 240.0, 150.0, 10.0,163835,
163880,163881,1, 779.0, 240.0, 155.0, 10.0,163879,
163966,163967,1, 486.0, 242.0, 150.0, 10.0,163904,
163971,163972,1, 446.0, 246.0, 155.0, 10.0,163970,
163997,163998,1, 503.0, 245.0, 150.0, 10.0,164015,
164072,164073,1, 178.0, 252.0, 150.0, 10.0,164044,
164085,164086,1, 788.0, 254.0, 150.0, 10.0,164116,
164129,164130,1, 162.0, 259.0, 150.0, 10.0,164169,
164233,164234,1, 395.0, 265.0, 155.0, 10.0,164260,
164316,164317,1, 138.0, 274.0, 150.0, 10.0,164274,
164361,164362,1, 461.0, 270.0, 155.0, 10.0,164360,
164395,164396,1, 812.0, 274.0, 150.0, 10.0,164382,
164466,164467,1, 531.0, 265.0, 155.0, 10.0,164433,
164489,164490,1, 645.0, 279.0, 155.0, 10.0,164487,
164496,164497,1, 221.0, 283.0, 150.0, 10.0,164494,
164620,164621,1, 125.0, 286.0, 150.0, 10.0,164673,
164870,164871,1, 325.0, 284.0, 140.0, 10.0,164893,
164928,164929,1, 411.0, 289.0, 150.0, 10.0,164914,
164935,164936,1, 449.0, 291.0, 155.0, 10.0,164929,
164979,164980,1, 356.0, 290.0, 155.0, 10.0,164959,
165010,165011,1, 820.0, 298.0, 150.0, 10.0,165041,
165046,165047,1, 241.0, 302.0, 150.0, 10.0,165045,
165061,165062,1, 567.0, 295.0, 145.0, 10.0,165054,
165069,165070,1, 204.0, 314.0, 150.0, 10.0,165071,
165191,165192,1, 294.0, 320.0, 155.0, 10.0,165089,
165234,165235,1, 151.0, 320.0, 150.0, 10.0,165233,
165255,165256,1, 192.0, 318.0, 150.0, 10.0,165257,
165561,165562,1, 94.0, 320.0, 150.0, 10.0,165457,
165742,165743,1, 810.0, 324.0, 150.0, 10.0,165669,
165788,165789,1, 173.0, 326.0, 160.0, 10.0,165780,
165865,165866,1, 147.0, 333.0, 150.0, 10.0,165892,
165971,165972,1, 186.0, 335.0, 150.0, 10.0,165976,
166093,166094,1, 88.0, 335.0, 150.0, 10.0,166379,
166448,166449,1, 691.0, 338.0, 155.0, 10.0,166458,
166473,166474,1, 804.0, 344.0, 150.0, 10.0,166469,
